cq,rooms,epoque,furnished,ref,refmaj,refmin
EPINETTES - BESSIERES,1,sup1990,meuble,28.400375814458563,34.100452401721974,19.900260635303525
SAINT - PLACIDE,1,sup1990,meuble,40.69996919651504,48.7999632458418,28.499978297544686
SAINT - THOMAS D'AQUIN,1,sup1990,meuble,40.6996771732088,48.79961487330171,28.49977345488336
GAMBETTA,1,sup1990,meuble,28.16351084751178,33.764242274076736,19.682486850320842
SAINT - LAMBERT,1,sup1990,meuble,32.53721640354544,39.02824680463697,22.755155002044926
BOIS DE BOULOGNE,1,sup1990,meuble,32.32505819880456,38.78600661133865,22.623477511247753
NATION - PICPUS,1,sup1990,meuble,28.000054480118088,33.60006527147575,19.600037760201364
PLAINE LAGNY,1,sup1990,meuble,27.200110879202107,32.60013429926419,19.000078310700317
DIDOT - PORTE DE VANVES,1,sup1990,meuble,32.700008002114174,39.20001077389865,22.90000523032969
BUTTES AUX CAILLES - DAVIEL - BOUSSINGAULT,1,sup1990,meuble,32.69992379309241,39.199911503976054,22.899947533986296
CHAILLOT,1,sup1990,meuble,33.6000578359751,40.30006983997095,23.500040923299235
MARAIS - ARCHIVES,1,sup1990,meuble,34.02520542009325,40.80025282473015,23.82514221391071
OPERA - CHAUSSEE D'ANTIN,1,sup1990,meuble,34.94797560981777,41.93851584236221,24.464528656142374
OLYMPIADES - CHOISY,1,sup1990,meuble,27.685304397141817,33.18236527657018,19.344124936155108
SORBONNE,1,sup1990,meuble,33.700003460020405,40.40000426143119,23.600002394662607
LA CHAPELLE - MARX DORMOY,1,sup1990,meuble,27.42740770597979,32.88425775767489,19.17055390468499
ELYSEES - MADELEINE,1,sup1990,meuble,34.92961559884265,41.91453322716608,24.44972542774475
DANUBE,1,sup1990,meuble,27.2,32.6,19.0
FLANDRE - AUBERVILLIERS,1,sup1990,meuble,27.2000343250838,32.60004168165788,19.000024519115975
SAINT - VICTOR,1,sup1990,meuble,33.69855296376878,40.39855703274222,23.598913705583225
ALIGRE - GARE DE LYON,1,sup1990,meuble,28.40011201670402,34.10013373629357,19.90007702477248
ALLERAY - PROCESSION,1,sup1990,meuble,32.44566437015781,38.923616290579716,22.689760529313986
AUTEUIL NORD,1,sup1990,meuble,30.4004561048328,36.50054162448895,21.300313572072554
VAUGIRARD - PARC DES EXPOSITIONS,1,sup1990,meuble,31.564235905291728,37.87591516079931,22.093797208153447
BEL - AIR SUD,1,sup1990,meuble,29.540045380908307,35.42880388982861,20.65878119937446
LOUVRE - OPERA,1,sup1990,meuble,34.662030568138334,41.58907226040584,24.267100353398906
VALLEE DE FECAMP,1,sup1990,meuble,28.015914044867692,33.61889792828038,19.61094090584654
SALPETRIERE - AUSTERLITZ,1,sup1990,meuble,32.61982622689661,39.17483740625127,22.820544325090793
NATIONALE - DEUX MOULINS,1,sup1990,meuble,29.302405042079158,35.122886437788544,20.49079617936676
NATION - ALEXANDRE DUMAS,1,sup1990,meuble,33.298886679771016,39.99865854915911,23.299226364705905
BELLEVILLE - SAINT-MAUR,1,sup1990,meuble,30.760922452902285,36.942743143289874,21.538190930955853
TEMPLE - ENFANTS ROUGES,1,sup1990,meuble,33.69994982231365,40.39994072715399,23.59996486790415
MARAIS - PLACE DES VOSGES,1,sup1990,meuble,33.970441337736965,40.73285429751767,23.787227926887287
AMIRAUX - SIMPLON - POISSONNIERS,1,sup1990,meuble,28.21316673112807,33.866458413910095,19.759875048346053
PIGALLE - MARTYRS,1,sup1990,meuble,32.933020816611986,39.55720610792888,23.090695699622877
CITROEN - BOUCICAUT,1,sup1990,meuble,30.4,36.5,21.3
VIOLET - COMMERCE,1,sup1990,meuble,30.400549543119947,36.50065074255667,21.30037361973602
PLACE DES FETES,1,sup1990,meuble,27.20002291262794,32.60002864078493,19.000017184470952
ODEON,1,sup1990,meuble,34.99994053483762,41.999926812107844,24.499958831810662
MASSENA - JEANNE D'ARC,1,sup1990,meuble,27.2,32.6,19.0
JARDIN DE REUILLY,1,sup1990,meuble,28.628914647562773,34.346836275155916,20.032378951374525
SAINT - VINCENT DE PAUL - LARIBOISIERE,1,sup1990,meuble,32.79994205738859,39.39993020544686,22.999959176752554
PLATEAU,1,sup1990,meuble,29.254806548933693,35.082891609956505,20.455488335489658
MONTPARNASSE - RASPAIL,1,sup1990,meuble,32.79177899007336,39.383522146064685,22.991764825659786
LA FOURCHE - GUY MOQUET,1,sup1990,meuble,28.40011892916316,34.10014276062043,19.900081984742503
CHARLES HERMITE - EVANGILE,1,sup1990,meuble,27.501237929289434,32.9765474116118,19.225928446967075
JEAN MOULIN - PORTE D'ORLEANS,1,sup1990,meuble,33.297818737420414,39.99733972673567,23.298493598243418
INVALIDES,1,sup1990,meuble,40.69993183568883,48.799918681172635,28.49995216539567
LOUIS BLANC - AQUEDUC,1,sup1990,meuble,31.973664461983766,38.40464006421782,22.417807833225936
NOTRE - DAME DES CHAMPS,1,sup1990,meuble,39.12567774968201,46.92186110535294,27.395214151227165
ITALIE - PEUPLIERS - RUNGIS,1,sup1990,meuble,32.69972052528649,39.19966492068341,22.89980206457193
TRIANGLE D'OR,1,sup1990,meuble,35.0001891413257,42.000225446712825,24.500132615712328
MARTIN LUTHER KING,1,sup1990,meuble,32.418850609849045,38.939024203695794,22.688590219078932
BAS - BELLEVILLE,1,sup1990,meuble,29.5999157428352,35.4999016999744,20.699943828556798
BLANCHE - TRINITE,1,sup1990,meuble,32.86926702189158,39.48185791466348,23.047224394273524
RENNES,1,sup1990,meuble,39.70895676522584,47.61770280763784,27.804531063316382
MANIN - JAURES,1,sup1990,meuble,27.387207756428595,32.826209372351215,19.13260549413692
MUETTE NORD,1,sup1990,meuble,33.60001572087531,40.30001882076621,23.50001107103895
PORTE DES LILAS,1,sup1990,meuble,27.2,32.6,19.0
EMERIAU - ZOLA,1,sup1990,meuble,30.4,36.5,21.3
PORTE SAINT-DENIS - PARADIS,1,sup1990,meuble,32.79978653596097,39.39974235247476,22.999849393913763
GEORGES BRASSENS,1,sup1990,meuble,32.60000204378593,39.10000204378593,22.80000204378593
MONTMARTRE,1,sup1990,meuble,28.00009637920985,33.60011645821191,19.60006826860698
TELEGRAPHE - PELLEPORT - SAINT-FARGEAU,1,sup1990,meuble,27.430021867602907,32.87795630792585,19.162945374124394
SAINT - GERMAIN DES PRES,1,sup1990,meuble,35.00096292829784,42.00114875656585,24.50067573915638
BEL - AIR NORD,1,sup1990,meuble,29.599919243682624,35.49990315413219,20.69994353227449
AUTEUIL SUD,1,sup1990,meuble,30.4,36.5,21.3
PONT DE FLANDRE,1,sup1990,meuble,27.2,32.6,19.0
SAINT - PHILIPPE DU ROULE,1,sup1990,meuble,34.80548562299243,41.763803970776515,24.361061159280304
TERNES - MAILLOT,1,sup1990,meuble,31.900032864729198,38.30003869482716,22.30002320539679
MONTSOURIS - DAREAU,1,sup1990,meuble,28.59308897619159,34.33249337715094,20.03398088791431
DUPLEIX - LA MOTTE PICQUET,1,sup1990,meuble,30.400072339998232,36.500086315863626,21.30004990144857
LEON BLUM - FOLIE-REGNAULT,1,sup1990,meuble,28.75329585906043,34.52539635738556,20.145143558269417
BASSIN DE LA VILLETTE,1,sup1990,meuble,27.200004086962597,32.60000510870324,19.000003065221946
COURCELLES - WAGRAM,1,sup1990,meuble,31.9000758731358,38.30009015820234,22.30005375654977
ROSA PARKS - MACDONALD,1,sup1990,meuble,27.2,32.6,19.0
REUNION - PERE LACHAISE,1,sup1990,meuble,28.56669653014398,34.25142607935909,19.968077256898933
FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS,1,sup1990,meuble,28.40002459420891,34.10002869324373,19.90001639613927
SAINT BLAISE,1,sup1990,meuble,27.200035817398625,32.600043279356676,19.00002537065736
PEREIRE - MALESHERBES,1,sup1990,meuble,32.53714574646916,39.07367697785541,22.755104104620834
REPUBLIQUE - SAINT-AMBROISE,1,sup1990,meuble,31.114670643817746,37.36868256979291,21.783649703220135
PERNETY,1,sup1990,meuble,32.76032610835597,39.280435843839925,22.940217620317664
EUROPE,1,sup1990,meuble,33.60012635218031,40.300156694043174,23.50009287624087
GROS CAILLOU,1,sup1990,meuble,40.69977663385078,48.79973306524417,28.499843471328376
GRANDES CARRIERES - CLICHY,1,sup1990,meuble,28.00005432920914,33.600065904802015,19.600038485344573
MAIRIE,1,sup1990,meuble,33.754600764795356,40.48773027367485,23.61042928961457
SEINE,1,sup1990,meuble,34.78779469187536,41.738826331759775,24.353088356782926
MONNAIE,1,sup1990,meuble,34.999970015504076,41.99996309600502,24.49997924150282
BASTILLE - POPINCOURT,1,sup1990,meuble,29.739043606571478,35.71231732347,20.82913245505051
BELLEVILLE,1,sup1990,meuble,28.266712060610352,33.93337059875033,19.800014568445146
AMANDIERS - MENILMONTANT,1,sup1990,meuble,29.599762121120637,35.499725848904184,20.6998438680902
BERCY,1,sup1990,meuble,29.59978740655455,35.499746234242316,20.69985249677956
ECOLE MILITAIRE,1,sup1990,meuble,40.69976353022299,48.79971781669103,28.499833573351733
MOSKOWA - PORTE MONTMARTRE - PORTE DE CLIGNANCOURT,1,sup1990,meuble,28.000015975066994,33.60001996883374,19.600011981300245
BATIGNOLLES,1,sup1990,meuble,32.43458844035959,38.9579721592864,22.699509876710987
MONCEAU,1,sup1990,meuble,33.66086455020633,40.37390698539082,23.543474685734104
ANVERS - MONTHOLON,1,sup1990,meuble,32.79993807711534,39.39992517651437,22.999956137956705
MOUTON - DUVERNET,1,sup1990,meuble,33.157261595101645,39.82178440689942,23.210891536274925
VAL DE GRACE,1,sup1990,meuble,33.69981104753194,40.39981443125079,23.599857847800198
DAUPHINE,1,sup1990,meuble,33.6,40.3,23.5
SECRETAN,1,sup1990,meuble,28.924808290094255,34.68414380868993,20.221739663642804
JARDIN DES PLANTES,1,sup1990,meuble,33.30013873276892,40.00013846577078,23.300104168864223
CAMBRONNE - GARIBALDI,1,sup1990,meuble,31.90022145161361,38.3002635275911,22.30015726724837
HALLES - BEAUBOURG - MONTORGUEIL,1,sup1990,meuble,33.49471317901752,40.19495562354983,23.468081853196757
FAUBOURG MONTMARTRE,1,sup1990,non-meuble,29.14126090317036,34.995144122850284,20.433494156692007
CLIGNANCOURT - JULES JOFFRIN,1,sup1990,non-meuble,24.6,29.5,17.2
GOUTTE D'OR - CHATEAU ROUGE,1,sup1990,non-meuble,24.796934007304763,29.762573361787943,17.331291464050537
LEGENDRE - LEVIS,1,sup1990,non-meuble,28.55289088321683,34.24504210433334,19.9685994033053
CHAMPERRET - BERTHIER,1,sup1990,non-meuble,28.011541385065478,33.61346494924305,19.607694256710317
HOCHE - FRIEDLAND,1,sup1990,non-meuble,30.699851660301125,36.7998247800362,21.499896792903836
MUETTE SUD,1,sup1990,non-meuble,29.499469374368797,35.39935566887639,20.699620981691996
PASTEUR - MONTPARNASSE,1,sup1990,non-meuble,28.000104404915998,33.600124023415425,19.600073582143985
GRANGE AUX BELLES - TERRAGE,1,sup1990,non-meuble,24.900232098595836,29.900279765703974,17.400166835747417
BIBLIOTHEQUE - SEINE,1,sup1990,non-meuble,23.90035152118811,28.700417864657567,16.70024557003695
SENTIER - ARTS ET METIERS,1,sup1990,non-meuble,29.59993185864567,35.49991972693709,20.699953219367966
CHATEAU D'EAU - LANCRY,1,sup1990,non-meuble,24.90085170672342,29.90102542754491,17.400610335380165
CROULEBARBE,1,sup1990,non-meuble,28.800045930294914,34.600045204947136,20.200023175396804
EPINETTES - BESSIERES,1,sup1990,non-meuble,24.90033010070847,29.90039125121522,17.400230358310083
SAINT - PLACIDE,1,sup1990,non-meuble,35.69997304695067,42.799967796356626,24.999981097861504
SAINT - THOMAS D'AQUIN,1,sup1990,non-meuble,35.69971681860421,42.799660182325034,24.99980177302294
GAMBETTA,1,sup1990,non-meuble,24.743071991572805,29.70365713282477,17.30219427969486
SAINT - LAMBERT,1,sup1990,non-meuble,28.546185403136455,34.23721580422798,19.964123402318485
BOIS DE BOULOGNE,1,sup1990,non-meuble,28.384425923781837,34.04537433631592,19.90316137373639
NATION - PICPUS,1,sup1990,non-meuble,24.600047466685982,29.500057173182284,17.200033439833447
PLAINE LAGNY,1,sup1990,non-meuble,23.90009660757973,28.700114904459145,16.700068064334978
DIDOT - PORTE DE VANVES,1,sup1990,non-meuble,28.70000661622193,34.40000800211417,20.100003844437456
BUTTES AUX CAILLES - DAVIEL - BOUSSINGAULT,1,sup1990,non-meuble,28.699932924205438,34.3999224613117,20.09995301265412
CHAILLOT,1,sup1990,non-meuble,29.5000500594903,35.40005919568136,20.7000338279834
MARAIS - ARCHIVES,1,sup1990,non-meuble,29.87517381700198,35.82520542009324,20.900126412365072
OPERA - CHAUSSEE D'ANTIN,1,sup1990,non-meuble,30.655070126064913,36.747975609817765,21.469257921181107
OLYMPIADES - CHOISY,1,sup1990,non-meuble,24.32353838296013,29.20295182976516,17.00000635459676
SORBONNE,1,sup1990,non-meuble,29.600002925746537,35.50000345683047,20.700002127525668
LA CHAPELLE - MARX DORMOY,1,sup1990,non-meuble,24.08950860891632,28.927410518179567,16.832656682421373
ELYSEES - MADELEINE,1,sup1990,non-meuble,30.6396705132937,36.72961559884265,21.459780342195803
DANUBE,1,sup1990,non-meuble,23.9,28.7,16.7
FLANDRE - AUBERVILLIERS,1,sup1990,non-meuble,23.900030033049525,28.700036162129116,16.700021451778575
SAINT - VICTOR,1,sup1990,non-meuble,29.59855025111982,35.49818679665641,20.69891234925874
ALIGRE - GARE DE LYON,1,sup1990,non-meuble,24.900099637983534,29.900117751308994,17.40007038065696
ALLERAY - PROCESSION,1,sup1990,non-meuble,28.467712449735895,34.1456643701578,19.911808608892073
AUTEUIL NORD,1,sup1990,non-meuble,26.7003990917287,32.00048461138485,18.7002850655205
VAUGIRARD - PARC DES EXPOSITIONS,1,sup1990,non-meuble,27.705476463661036,33.217155719168616,19.387957580399657
BEL - AIR SUD,1,sup1990,non-meuble,25.947539708294762,31.13629821721507,18.16252836306769
LOUVRE - OPERA,1,sup1990,non-meuble,30.41222812014271,36.462031587610575,21.294536470027
VALLEE DE FECAMP,1,sup1990,non-meuble,24.613924789259233,29.51690867267192,17.20994627804231
SALPETRIERE - AUSTERLITZ,1,sup1990,non-meuble,28.609039286753216,34.297534704594035,19.987465839042475
NATIONALE - DEUX MOULINS,1,sup1990,non-meuble,25.73482610413504,30.87885602896071,17.999668228246804
NATION - ALEXANDRE DUMAS,1,sup1990,non-meuble,29.19902479333062,34.99884205804182,20.399319856536312
BELLEVILLE - SAINT-MAUR,1,sup1990,non-meuble,26.971830135942753,32.35728688279884,18.84546304389287
TEMPLE - ENFANTS ROUGES,1,sup1990,non-meuble,29.59995527940945,35.49994660043072,20.69996850596801
MARAIS - PLACE DES VOSGES,1,sup1990,non-meuble,29.82883226180385,35.77043725083937,20.866424043039693
AMIRAUX - SIMPLON - POISSONNIERS,1,sup1990,non-meuble,24.759875048346053,29.71316673112807,17.306583365564034
PIGALLE - MARTYRS,1,sup1990,non-meuble,28.914881480759515,34.73302008188237,20.27860280905456
CITROEN - BOUCICAUT,1,sup1990,non-meuble,26.7,32.0,18.7
VIOLET - COMMERCE,1,sup1990,non-meuble,26.70047481917275,32.00057601860947,18.70032537127834
PLACE DES FETES,1,sup1990,non-meuble,23.900019093856613,28.700022912627936,16.700013365699633
ODEON,1,sup1990,non-meuble,30.699949683324142,36.799940534837624,21.499963406053922
MASSENA - JEANNE D'ARC,1,sup1990,non-meuble,23.9,28.7,16.7
JARDIN DE REUILLY,1,sup1990,non-meuble,25.150300054267184,30.168221681860324,17.593071392376487
SAINT - VINCENT DE PAUL - LARIBOISIERE,1,sup1990,non-meuble,28.799948641908124,34.59993810682193,20.199963127560974
PLATEAU,1,sup1990,non-meuble,25.697955366988687,30.8404231251443,17.984253729755263
MONTPARNASSE - RASPAIL,1,sup1990,non-meuble,28.79177330167115,34.58351511654208,20.191760599133428
LA FOURCHE - GUY MOQUET,1,sup1990,non-meuble,24.900105588076617,29.900124174348516,17.400073888841316
CHARLES HERMITE - EVANGILE,1,sup1990,non-meuble,24.151031607741196,29.001237929289434,16.875722125418836
JEAN MOULIN - PORTE D'ORLEANS,1,sup1990,non-meuble,29.19809741279045,34.99774039736512,20.39869393355815
INVALIDES,1,sup1990,non-meuble,35.699940206744586,42.7999282480935,24.99995814472121
LOUIS BLANC - AQUEDUC,1,sup1990,non-meuble,28.067567650458678,33.71732523187661,19.674151534962732
NOTRE - DAME DES CHAMPS,1,sup1990,non-meuble,34.319017478865725,41.1428243650693,24.033312690206152
ITALIE - PEUPLIERS - RUNGIS,1,sup1990,non-meuble,28.699755866043045,34.399710151413544,20.099827031455543
TRIANGLE D'OR,1,sup1990,non-meuble,30.70016609751074,36.800199579309144,21.500116530551445
MARTIN LUTHER KING,1,sup1990,non-meuble,28.426746453541,34.082885328618396,19.86052078154023
BAS - BELLEVILLE,1,sup1990,non-meuble,25.999922764265598,31.199908721404796,18.199943828556798
BLANCHE - TRINITE,1,sup1990,non-meuble,28.859820888872015,34.66926232821748,20.24092862283286
RENNES,1,sup1990,non-meuble,34.83066382914548,41.75679659497457,24.391464680401832
MANIN - JAURES,1,sup1990,non-meuble,24.063806786875016,28.895008079613113,16.81700484776787
MUETTE NORD,1,sup1990,non-meuble,29.500013728088298,35.40001638513765,20.7000095210935
PORTE DES LILAS,1,sup1990,non-meuble,23.9,28.7,16.7
EMERIAU - ZOLA,1,sup1990,non-meuble,26.7,32.0,18.7
PORTE SAINT-DENIS - PARADIS,1,sup1990,non-meuble,28.799810807302652,34.59977160185258,20.199863709183184
GEORGES BRASSENS,1,sup1990,non-meuble,28.600002043785928,34.30000204378592,20.000002043785926
MONTMARTRE,1,sup1990,non-meuble,24.600084331808617,29.500102402910464,17.200060237006156
TELEGRAPHE - PELLEPORT - SAINT-FARGEAU,1,sup1990,non-meuble,24.101255916246878,28.939592894180695,16.84375044934615
SAINT - GERMAIN DES PRES,1,sup1990,non-meuble,30.700844673945475,36.80101360873457,21.500591271761834
BEL - AIR NORD,1,sup1990,non-meuble,25.999929338210002,31.199915144145514,18.19994952726476
AUTEUIL SUD,1,sup1990,non-meuble,26.7,32.0,18.7
PONT DE FLANDRE,1,sup1990,non-meuble,23.9,28.7,16.7
SAINT - PHILIPPE DU ROULE,1,sup1990,non-meuble,30.533273391136362,36.605485622992425,21.38884892742424
TERNES - MAILLOT,1,sup1990,non-meuble,28.000028977997225,33.60003475059766,19.600021204533277
MONTSOURIS - DAREAU,1,sup1990,non-meuble,25.069446331832566,30.100971821178522,17.5182201099281
DUPLEIX - LA MOTTE PICQUET,1,sup1990,non-meuble,26.700063144834537,32.00007638822051,18.700044388267443
LEON BLUM - FOLIE-REGNAULT,1,sup1990,non-meuble,25.21003587072602,30.26771689070745,17.61630460158203
BASSIN DE LA VILLETTE,1,sup1990,non-meuble,23.900003405802163,28.700004086962593,16.700002384061513
COURCELLES - WAGRAM,1,sup1990,non-meuble,28.000066349758107,33.600078942966455,19.60004730300272
ROSA PARKS - MACDONALD,1,sup1990,non-meuble,23.9,28.7,16.7
REUNION - PERE LACHAISE,1,sup1990,non-meuble,25.095858265542844,30.123640834770782,17.554183296924602
FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS,1,sup1990,non-meuble,24.9000225446915,29.900026643726317,17.400016396139275
SAINT BLAISE,1,sup1990,non-meuble,23.900031340223794,28.700037309790233,16.700022385874142
PEREIRE - MALESHERBES,1,sup1990,non-meuble,28.546124925544998,34.23714574646916,19.964083283696667
REPUBLIQUE - SAINT-AMBROISE,1,sup1990,non-meuble,27.282263488232644,32.72547608064764,19.06204493283007
PERNETY,1,sup1990,non-meuble,28.750271864336817,34.46032715473342,20.130163376298515
EUROPE,1,sup1990,non-meuble,29.500107263562416,35.40012506875601,20.70006908632662
GROS CAILLOU,1,sup1990,non-meuble,35.699804828261584,42.79976618519478,24.99986377106399
GRANDES CARRIERES - CLICHY,1,sup1990,non-meuble,24.600046512182193,29.50005663842783,17.20003254760059
MAIRIE,1,sup1990,non-meuble,29.632514425542357,35.55459956147015,20.788341747036355
SEINE,1,sup1990,non-meuble,30.520439680001363,36.58779194922446,21.369411774157886
MONNAIE,1,sup1990,non-meuble,30.699974628503448,36.79997001550407,21.49998154800251
BASTILLE - POPINCOURT,1,sup1990,non-meuble,26.0750792920676,31.293698846470804,18.21982312759824
BELLEVILLE,1,sup1990,non-meuble,24.788946194187908,29.766731537622967,17.32226817903532
AMANDIERS - MENILMONTANT,1,sup1990,non-meuble,25.999778416721533,31.19973846349042,18.199836506060876
BERCY,1,sup1990,non-meuble,25.999813852231224,31.199775413412674,18.199866949314362
ECOLE MILITAIRE,1,sup1990,non-meuble,35.699793127897934,42.79975268244413,24.999854957286896
MOSKOWA - PORTE MONTMARTRE - PORTE DE CLIGNANCOURT,1,sup1990,non-meuble,24.600011981300245,29.500015975066994,17.200007987533496
BATIGNOLLES,1,sup1990,non-meuble,28.44055877207745,34.09926785355185,19.870159568394122
MONCEAU,1,sup1990,non-meuble,29.552169593416664,35.460864501099216,20.734779679837338
ANVERS - MONTHOLON,1,sup1990,non-meuble,28.799945817475926,34.59993420693505,20.199961298197092
MOUTON - DUVERNET,1,sup1990,non-meuble,29.084076343296687,34.87541331024525,20.33770598794783
VAL DE GRACE,1,sup1990,non-meuble,29.599809141261744,35.49976125088521,20.699856954048265
DAUPHINE,1,sup1990,non-meuble,29.5,35.4,20.7
SECRETAN,1,sup1990,non-meuble,25.409206795673096,30.496674844022138,17.778004723149532
JARDIN DES PLANTES,1,sup1990,non-meuble,29.200138794009085,35.000173615300284,20.400104388627835
CAMBRONNE - GARIBALDI,1,sup1990,non-meuble,28.00019384613061,33.60023042501285,19.600135886616986
HALLES - BEAUBOURG - MONTORGUEIL,1,sup1990,non-meuble,29.409289936040445,35.29471317901752,20.597477811774915
FAUBOURG MONTMARTRE,2,inf1946,meuble,31.028642886319926,37.25437152500761,21.731069442861497
CLIGNANCOURT - JULES JOFFRIN,2,inf1946,meuble,28.0,33.6,19.6
GOUTTE D'OR - CHATEAU ROUGE,2,inf1946,meuble,28.656323391868842,34.387588282827345,20.059426586892926
LEGENDRE - LEVIS,2,inf1946,meuble,30.593236798368522,36.7010965395735,21.431444445980674
CHAMPERRET - BERTHIER,2,inf1946,meuble,31.089420397023314,37.28749683284573,21.792305743289685
HOCHE - FRIEDLAND,2,inf1946,meuble,33.899794241867255,40.69974977152118,23.69985961977464
MUETTE SUD,2,inf1946,meuble,30.699677834438194,36.799620981691994,21.499772589015198
PASTEUR - MONTPARNASSE,2,inf1946,meuble,31.099984099981008,37.29998189151354,21.79998713094835
GRANGE AUX BELLES - TERRAGE,2,inf1946,meuble,29.000061585772844,34.80007470288838,20.300044469721435
BIBLIOTHEQUE - SEINE,2,inf1946,meuble,26.700214370250077,32.000259917878864,18.700149514780335
SENTIER - ARTS ET METIERS,2,inf1946,meuble,33.29990029583206,39.99987954774637,23.29993083971433
CHATEAU D'EAU - LANCRY,2,inf1946,meuble,29.000346021944434,34.8004198391461,20.3002460573389
CROULEBARBE,2,inf1946,meuble,30.39998523885922,36.49998058406449,21.29998645611452
EPINETTES - BESSIERES,2,inf1946,meuble,29.000071218584587,34.8000854623015,20.300049853009213
SAINT - PLACIDE,2,inf1946,meuble,33.69999089897035,40.39998914877234,23.599993699287168
SAINT - THOMAS D'AQUIN,2,inf1946,meuble,33.70001132725584,40.40001699088375,23.600005663627922
GAMBETTA,2,inf1946,meuble,26.860585141251967,32.20073142656496,18.820438855938974
SAINT - LAMBERT,2,inf1946,meuble,27.458699452577473,32.930439462956464,19.251089437008996
BOIS DE BOULOGNE,2,inf1946,meuble,30.022687186061937,36.003161395772054,21.02189683746323
NATION - PICPUS,2,inf1946,meuble,27.999996374904825,33.59999532824522,19.59999794489423
PLAINE LAGNY,2,inf1946,meuble,26.700043549169084,32.000053064054306,18.70003074050695
DIDOT - PORTE DE VANVES,2,inf1946,meuble,29.8999926151929,35.89999073575733,20.89999543434626
BUTTES AUX CAILLES - DAVIEL - BOUSSINGAULT,2,inf1946,meuble,29.899995167319066,35.89999383553836,20.899998325322382
CHAILLOT,2,inf1946,meuble,30.700071403107728,36.800086725348514,21.500049513064454
MARAIS - ARCHIVES,2,inf1946,meuble,33.4500948092738,40.17511061081944,23.400063206182537
OPERA - CHAUSSEE D'ANTIN,2,inf1946,meuble,33.81725209167042,40.60070275748013,23.643258718560073
OLYMPIADES - CHOISY,2,inf1946,meuble,26.98235892197342,32.34412493615511,18.894121758856727
SORBONNE,2,inf1946,meuble,33.30000149755386,40.000001742361285,23.300000995179314
LA CHAPELLE - MARX DORMOY,2,inf1946,meuble,27.135798839333102,32.530537676692475,19.003164654509966
ELYSEES - MADELEINE,2,inf1946,meuble,33.7391213687832,40.503929168204536,23.589395941038454
DANUBE,2,inf1946,meuble,26.7,32.0,18.7
FLANDRE - AUBERVILLIERS,2,inf1946,meuble,26.700022721237058,32.000027634012575,18.700015965821024
SAINT - VICTOR,2,inf1946,meuble,33.287924623238865,39.985362809776795,23.29158358171355
ALIGRE - GARE DE LYON,2,inf1946,meuble,28.99999095482308,34.79998887883707,20.299994068802096
ALLERAY - PROCESSION,2,inf1946,meuble,27.9819491448477,33.558339344699014,19.61736384507073
AUTEUIL NORD,2,inf1946,meuble,29.000242305692424,34.8002850655205,20.3001710393123
VAUGIRARD - PARC DES EXPOSITIONS,2,inf1946,meuble,27.994523536338967,33.58284428083138,19.612042419600343
BEL - AIR SUD,2,inf1946,meuble,27.133724473239084,32.54121880062555,19.02248298215939
LOUVRE - OPERA,2,inf1946,meuble,33.62783130920747,40.377014650014594,23.515437185596973
VALLEE DE FECAMP,2,inf1946,meuble,27.99104834976192,33.58905909415346,19.594032233174616
SALPETRIERE - AUSTERLITZ,2,inf1946,meuble,29.632142867204447,35.554122697098926,20.74360065856782
NATIONALE - DEUX MOULINS,2,inf1946,meuble,27.923216273533093,33.490794727475055,19.540961339354894
NATION - ALEXANDRE DUMAS,2,inf1946,meuble,29.999732086852106,35.999678194784956,20.99981253815586
BELLEVILLE - SAINT-MAUR,2,inf1946,meuble,29.48181047672122,35.37817247479245,20.637267479614373
TEMPLE - ENFANTS ROUGES,2,inf1946,meuble,33.299944610757315,39.99993297176838,23.29996136781522
MARAIS - PLACE DES VOSGES,2,inf1946,meuble,33.42474076498215,40.14552650645003,23.383157513288783
AMIRAUX - SIMPLON - POISSONNIERS,2,inf1946,meuble,28.53291682782018,34.23950019338422,19.973041779474126
PIGALLE - MARTYRS,2,inf1946,meuble,30.611636850799815,36.7539641719778,21.44512227902594
CITROEN - BOUCICAUT,2,inf1946,meuble,29.0,34.8,20.3
VIOLET - COMMERCE,2,inf1946,meuble,28.99968506655351,34.7996167847663,20.299787489234312
PLACE DES FETES,2,inf1946,meuble,26.700043915870218,32.000053462798526,18.700030550170585
ODEON,2,inf1946,meuble,33.89997255454044,40.69996798029719,23.69998170302696
MASSENA - JEANNE D'ARC,2,inf1946,meuble,26.7,32.0,18.7
JARDIN DE REUILLY,2,inf1946,meuble,27.64624193832696,33.167628919132845,19.364161467118137
SAINT - VINCENT DE PAUL - LARIBOISIERE,2,inf1946,meuble,30.39998156160469,36.49997761055452,21.29998682975217
PLATEAU,2,inf1946,meuble,27.042483017943937,32.42810322743748,18.95686135513722
MONTPARNASSE - RASPAIL,2,inf1946,meuble,30.358731455917077,36.450477053387445,21.266979704762598
LA FOURCHE - GUY MOQUET,2,inf1946,meuble,29.000002281231474,34.80000273747777,20.300001596862035
CHARLES HERMITE - EVANGILE,2,inf1946,meuble,27.277372697804754,32.70288850167535,19.101650572385914
JEAN MOULIN - PORTE D'ORLEANS,2,inf1946,meuble,29.99956464451938,35.999486304464085,20.999682154602322
